from_table,from_column,to_table,to_column,source,confidence
trnlabreceipts,USERID,mstlocationusers,Id,heuristic_name_match,medium
trnlifeberries,BEDID,trncc_clubbedparamresult,Clubid,heuristic_name_match,medium
trnlifeberries,BEDID,mstinvestigationsclubbed,ID,heuristic_name_match,medium
trnlifeberries,BEDID,trncc_clubbed,ID,heuristic_name_match,medium
trnlifeberries,BEDID,trncc_clubbedparamresults,Clubid,heuristic_name_match,medium
trnlifeberries,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstmachinemethodmap,ID,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstmachineinvmethodmap,ID,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstmachineparameters1,ID,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstmachine,id,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstmachineorg,ID,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstmachinemaster,USERID,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstlabmachine,ID,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstlabmachine1,ID,heuristic_name_match,medium
trnlifeberries,MACHINEID,mstmachineparameters,ID,heuristic_name_match,medium
trnlifeberries,OUTSOURCEID,mstoutsourceinvmapping,ID,heuristic_name_match,medium
trnlifeberries,PATID,mstpatientgetdata,ID,heuristic_name_match,medium
trnlifeberries,PATID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trnlifeberries,PATID,mstpatientsourcegetdata,ID,heuristic_name_match,medium
trnlifeberries,PATID,mstappagentassigndispatchorders,ID,heuristic_name_match,medium
trnlifeberries,PATID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
trnlifeberries,PATID,tbl_patientcalldata,CustID,heuristic_name_match,medium
trnlifeberries,PATID,mstpatientregistration,ID,heuristic_name_match,medium
trnlifeberries,REFDOCID,mstrefdocclinicinfo,CId,heuristic_name_match,medium
trnlifeberries,REFDOCID,mstrefdoctornew,DOCID,heuristic_name_match,medium
trnlifeberries,REFDOCID,mstrefdoctor,DOCID,heuristic_name_match,medium
trnlifeberries,REFDOCID,mstccrefdoctor,DOCID,heuristic_name_match,medium
trnlifeberriespri,LocationId,mstlocationusers,Id,heuristic_name_match,medium
trnlifeberriespri,PATIENTID,mstpatientgetdata,ID,heuristic_name_match,medium
trnlifeberriespri,PATIENTID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trnlifeberriespri,PATIENTID,mstpatientsourcegetdata,ID,heuristic_name_match,medium
trnlifeberriespri,PATIENTID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
trnlifeberriespri,PATIENTID,tbl_patientcalldata,CustID,heuristic_name_match,medium
trnlifeberriespri,PATIENTID,mstpatientregistration,ID,heuristic_name_match,medium
trnlifeberriespri,RefDocID,mstrefdocclinicinfo,CId,heuristic_name_match,medium
trnlifeberriespri,RefDocID,mstrefdoctornew,DOCID,heuristic_name_match,medium
trnlifeberriespri,RefDocID,mstrefdoctor,DOCID,heuristic_name_match,medium
trnlifeberriespri,RefDocID,mstccrefdoctor,DOCID,heuristic_name_match,medium
trnlifeberriespri,SlotID,mstappbookingslots,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstemptarget,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,tbltempledger,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstparametertemplate,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
trnlifeberriespri,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstrefdocclinicinfo,CId,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,tblclientdocinfo,ID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,trnmergeddoctors,ID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstrefdoctornew,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstmaptechdoc,AUTHID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstdoctor,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstmapsubauthdoc,AUTHID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstdoctorslab,ID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstdoctornew,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstrefdoctor,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstccrefdoctor,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,trnmergeddocbilldtls_referral,ID,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,trndoctorweeklyoffs,DocId,heuristic_name_match,medium
trnmergeddocbilldtls,DOCID,mstmapauthdoc,AUTHID,heuristic_name_match,medium
trnmergeddocbilldtls,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstrefdocclinicinfo,CId,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,tblclientdocinfo,ID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,trnmergeddoctors,ID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstrefdoctornew,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstmaptechdoc,AUTHID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstdoctor,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstmapsubauthdoc,AUTHID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,trnmergeddocbilldtls,ID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstdoctorslab,ID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstdoctornew,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstrefdoctor,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstccrefdoctor,DOCID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,trndoctorweeklyoffs,DocId,heuristic_name_match,medium
trnmergeddocbilldtls_referral,DOCID,mstmapauthdoc,AUTHID,heuristic_name_match,medium
trnmergeddocbilldtls_referral,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstrefdocclinicinfo,CId,heuristic_name_match,medium
trnmergeddoctors,DOCID,tblclientdocinfo,ID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstrefdoctornew,DOCID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstmaptechdoc,AUTHID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstdoctor,DOCID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstmapsubauthdoc,AUTHID,heuristic_name_match,medium
trnmergeddoctors,DOCID,trnmergeddocbilldtls,ID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstdoctorslab,ID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstdoctornew,DOCID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstrefdoctor,DOCID,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstccrefdoctor,DOCID,heuristic_name_match,medium
trnmergeddoctors,DOCID,trnmergeddocbilldtls_referral,ID,heuristic_name_match,medium
trnmergeddoctors,DOCID,trndoctorweeklyoffs,DocId,heuristic_name_match,medium
trnmergeddoctors,DOCID,mstmapauthdoc,AUTHID,heuristic_name_match,medium
trnmergeddoctors,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnmodeofcollectionsdet,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnmodeofcollectionsdet,PATIENTID,mstpatientgetdata,ID,heuristic_name_match,medium
trnmodeofcollectionsdet,PATIENTID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trnmodeofcollectionsdet,PATIENTID,mstpatientsourcegetdata,ID,heuristic_name_match,medium
trnmodeofcollectionsdet,PATIENTID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
trnmodeofcollectionsdet,PATIENTID,tbl_patientcalldata,CustID,heuristic_name_match,medium
trnmodeofcollectionsdet,PATIENTID,mstpatientregistration,ID,heuristic_name_match,medium
trnmodeofcollectionsdet,USERID,tbl_callusers,Uid,heuristic_name_match,medium
trnmodeofcollectionsdet,USERID,trnccusermapping,ID,heuristic_name_match,medium
trnmodeofcollectionsdet,USERID,mstlocationusers,Id,heuristic_name_match,medium
trnolreportslogdtls,BookingID,mstappbookingslots,ID,heuristic_name_match,medium
trnolreportslogdtls,BookingID,mstappbookingno,ID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trnopeningstock,DeptID,mstitemdeptaccess,ID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptconsumptiondet,id,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptpharmareturndet,ID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trnopeningstock,DeptID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptcomplaint,id,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trnopeningstock,DeptID,trnformdeptinvmapping,ID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptpharmaindentdet,id,heuristic_name_match,medium
trnopeningstock,DeptID,mstorgdeptdiscount,ID,heuristic_name_match,medium
trnopeningstock,DeptID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trnopeningstock,DeptID,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
trnopeningstock,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnopeningstock,StockID,trnstock,DeptID,heuristic_name_match,medium
trnopeningstock,StockID,trnstocktransfer,ID,heuristic_name_match,medium
trnopeningstock,StockID,trnstock26feb2020,DeptID,heuristic_name_match,medium
trnopeningstock,StockID,konnectstock,Itemid,heuristic_name_match,medium
trnopeningstock,StockID,trnstockinvconsumption,ID,heuristic_name_match,medium
trnopeningstock,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnopeningstock,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnopeningstock,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnoutsrcsamplesdtls,LocationId,mstlocationusers,Id,heuristic_name_match,medium
trnoutsrcsamplesdtls,OutSourceId,mstoutsourceinvmapping,ID,heuristic_name_match,medium
trnoutsrcsamplespri,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnoutsrcsamplespri,OutSourceId,mstoutsourceinvmapping,ID,heuristic_name_match,medium
trnoutwards,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnparamresult,HEADERID,mstheaderpaytype,ID,heuristic_name_match,medium
trnparamresult,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnparamresult,METHODID,mstmachinemethodmap,ID,heuristic_name_match,medium
trnparamresult,METHODID,mstmachineinvmethodmap,ID,heuristic_name_match,medium
trnparamresult,METHODID,mstmethod,ID,heuristic_name_match,medium
trnparamresult,OrganismTypeID,mstorganismtype,ID,heuristic_name_match,medium
trnparamresult,PARAMID,mstoltestparamsmapping,ID,heuristic_name_match,medium
trnparamresult,PARAMID,trnparamunitsloc1,ID,heuristic_name_match,medium
trnparamresult,PARAMID,trncc_paramresult,TEMPID,heuristic_name_match,medium
trnparamresult,PARAMID,mstmachineparameters1,ID,heuristic_name_match,medium
trnparamresult,PARAMID,trncc_clubbedparamresult,Clubid,heuristic_name_match,medium
trnparamresult,PARAMID,mstparametertemplatelog,ID,heuristic_name_match,medium
trnparamresult,PARAMID,mstparametertemplate,ID,heuristic_name_match,medium
trnparamresult,PARAMID,mstparametercalculation,ID,heuristic_name_match,medium
trnparamresult,PARAMID,trncc_clubbedparamresults,Clubid,heuristic_name_match,medium
trnparamresult,PARAMID,mstparameterhead,ID,heuristic_name_match,medium
trnparamresult,PARAMID,mstmachineparameters,ID,heuristic_name_match,medium
trnparamresult,REPORTID,trntempabnormalreport,USERID,heuristic_name_match,medium
trnparamresult,REPORTID,trnolreportslogdtls,ID,heuristic_name_match,medium
trnparamresult,TEMPID,trntempinvlabpri,CITYID,heuristic_name_match,medium
trnparamresult,TEMPID,mstemptarget,ID,heuristic_name_match,medium
trnparamresult,TEMPID,mstempschedules,EmpId,heuristic_name_match,medium
trnparamresult,TEMPID,trncomptempinvlabpri,CITYID,heuristic_name_match,medium
trnparamresult,TEMPID,trntempabnormalreport,USERID,heuristic_name_match,medium
trnparamresult,TEMPID,tbltempledger,ID,heuristic_name_match,medium
trnparamresult,TEMPID,trntempbranchwisecoll,ID,heuristic_name_match,medium
trnparamresult,TEMPID,trntemppatientrepeatevisits,ID,heuristic_name_match,medium
trnparamresult,TEMPID,mstparametertemplatelog,ID,heuristic_name_match,medium
trnparamresult,TEMPID,mstempadvances,EmpId,heuristic_name_match,medium
trnparamresult,TEMPID,mstempplans,PlanId,heuristic_name_match,medium
trnparamresult,TEMPID,mstempmapping_rsm,ID,heuristic_name_match,medium
trnparamresult,TEMPID,trntempinvdet,ID,heuristic_name_match,medium
trnparamresult,TEMPID,trntempautoauthentication,ID,heuristic_name_match,medium
trnparamresult,TEMPID,trntemprejbills,ID,heuristic_name_match,medium
trnparamresult,TEMPID,trntemplabinvdetails,VailID,heuristic_name_match,medium
trnparamresult,TEMPID,msttempappinvdtls,ID,heuristic_name_match,medium
trnparamresult,TEMPID,mstempmapping_asm,ID,heuristic_name_match,medium
trnparamresult,TEMPID,mstemptasks,TaskId,heuristic_name_match,medium
trnparamresult,TEMPID,trncomptemplabinvdetails,VailID,heuristic_name_match,medium
trnparamresult,TEMPID,msttemptallyregledger,LEDID,heuristic_name_match,medium
trnparamresult,TEMPID,trnpatientresultstemp,AutoID,heuristic_name_match,medium
trnparamresult,TEMPID,trntempdaycollall,USERID,heuristic_name_match,medium
trnparamresult,TEMPID,mstempexpenditure,ExpId,heuristic_name_match,medium
trnparamresult,TEMPID,trntempshiftcollecrpt,ID,heuristic_name_match,medium
trnparamresult,TEMPID,msttempapppaymentdtls,MID,heuristic_name_match,medium
trnparamresult,TEMPID,trntempinvstatus,ID,heuristic_name_match,medium
trnparamresult,TEMPID,mstempleaves,EmpId,heuristic_name_match,medium
trnparamresult,TEMPID,mstparametertemplate,ID,heuristic_name_match,medium
trnparamresult,TEMPID,trntempmoncoll,USERID,heuristic_name_match,medium
trnparamresult,TEMPID,tbltempledgerorg,ID,heuristic_name_match,medium
trnparamresult,TEMPID,mstempmapping_gm,ID,heuristic_name_match,medium
trnparamresult,TEMPID,tblinvtemplates,ID,heuristic_name_match,medium
trnparamresult,TEMPID,mstlabdesctemp,TEMPID,heuristic_name_match,medium
trnparamresult,UNITID,trnparamunitsloc1,ID,heuristic_name_match,medium
trnparamresult,UNITID,mstitemsubunit,ID,heuristic_name_match,medium
trnparamresult,UNITID,mstunits,UNITID,heuristic_name_match,medium
trnparamresult,UNITID,mstitemunit,UnitID,heuristic_name_match,medium
trnparamresult,UNITID,mstitemunitmapping,ID,heuristic_name_match,medium
trnparamunitsloc1,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnparamunitsloc1,METHODID,mstmachinemethodmap,ID,heuristic_name_match,medium
trnparamunitsloc1,METHODID,mstmachineinvmethodmap,ID,heuristic_name_match,medium
trnparamunitsloc1,METHODID,mstmethod,ID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,mstoltestparamsmapping,ID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,trncc_paramresult,TEMPID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,mstmachineparameters1,ID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,trncc_clubbedparamresult,Clubid,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,mstparametertemplatelog,ID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,trnparamresult,ID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,mstparametertemplate,ID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,mstparametercalculation,ID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,trncc_clubbedparamresults,Clubid,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,mstparameterhead,ID,heuristic_name_match,medium
trnparamunitsloc1,PARAMID,mstmachineparameters,ID,heuristic_name_match,medium
trnparamunitsloc1,UNITID,mstitemsubunit,ID,heuristic_name_match,medium
trnparamunitsloc1,UNITID,mstunits,UNITID,heuristic_name_match,medium
trnparamunitsloc1,UNITID,mstitemunit,UnitID,heuristic_name_match,medium
trnparamunitsloc1,UNITID,mstitemunitmapping,ID,heuristic_name_match,medium
trnpatientresultstemp,AutoID,trntempautoauthentication,ID,heuristic_name_match,medium
trnpaymodechangelog,LOCATIONID,mstlocationusers,Id,heuristic_name_match,medium
trnpofreeqtydetails,FreeQtyDetailID,trnquotationfreeqtydetails,ID,heuristic_name_match,medium
trnpofreeqtydetails,FreeQtyDetailID,trngrnfreeqtydetails,ID,heuristic_name_match,medium
trnpotandc,TandCId,trnquotationtandc,id,heuristic_name_match,medium
trnpotandc,TandCId,trngrntandc,id,heuristic_name_match,medium
trnpurchase,DeptID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trnpurchase,DeptID,mstitemdeptaccess,ID,heuristic_name_match,medium
trnpurchase,DeptID,trndeptconsumptiondet,id,heuristic_name_match,medium
trnpurchase,DeptID,trndeptpharmareturndet,ID,heuristic_name_match,medium
trnpurchase,DeptID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trnpurchase,DeptID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnpurchase,DeptID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trnpurchase,DeptID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trnpurchase,DeptID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trnpurchase,DeptID,trndeptcomplaint,id,heuristic_name_match,medium
trnpurchase,DeptID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trnpurchase,DeptID,trnformdeptinvmapping,ID,heuristic_name_match,medium
trnpurchase,DeptID,trndeptpharmaindentdet,id,heuristic_name_match,medium
trnpurchase,DeptID,mstorgdeptdiscount,ID,heuristic_name_match,medium
trnpurchase,DeptID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trnpurchase,DeptID,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
trnpurchase,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnpurchase,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnpurchase,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnpurchase,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnpurchaseorder,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnpurchaseorder,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnpurchaseorder,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnpurchaseorder,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnpurchaseorderdtls,UOMID,mstuom,ID,heuristic_name_match,medium
trnpurchaseorderdtls,UOMID,mstuommapping,ID,heuristic_name_match,medium
trnpurchaseorderpendingdtls,UOMID,mstuom,ID,heuristic_name_match,medium
trnpurchaseorderpendingdtls,UOMID,mstuommapping,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trnpurchasereturns,DeptID,mstitemdeptaccess,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptconsumptiondet,id,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptpharmareturndet,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptcomplaint,id,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trnformdeptinvmapping,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptpharmaindentdet,id,heuristic_name_match,medium
trnpurchasereturns,DeptID,mstorgdeptdiscount,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trnpurchasereturns,DeptID,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
trnpurchasereturns,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnpurchasereturns,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnpurchasereturns,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnpurchasereturns,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,mstitemdeptaccess,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptconsumptiondet,id,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptpharmareturndet,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptcomplaint,id,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trnformdeptinvmapping,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptpharmaindentdet,id,heuristic_name_match,medium
trnpurcpaymnt,DeptID,mstorgdeptdiscount,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trnpurcpaymnt,DeptID,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
trnpurcpaymnt,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnpurcpaymnt,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnpurcpaymnt,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnpurcpaymnt,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnpurcpaymntmodeofcolctndetails,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnpurcpaymntmodeofcolctndetails,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnpurcpaymntmodeofcolctndetails,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnpurcpaymntmodeofcolctndetails,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnpurcretpaymntmodeofcolctndetails,LocationID,mstlocationusers,Id,heuristic_name_match,medium
trnpurcretpaymntmodeofcolctndetails,UserID,tbl_callusers,Uid,heuristic_name_match,medium
trnpurcretpaymntmodeofcolctndetails,UserID,trnccusermapping,ID,heuristic_name_match,medium
trnpurcretpaymntmodeofcolctndetails,UserID,mstlocationusers,Id,heuristic_name_match,medium
trnquotation,DeptID,trndeptpharmaissuepri,UserID,heuristic_name_match,medium
trnquotation,DeptID,mstitemdeptaccess,ID,heuristic_name_match,medium
trnquotation,DeptID,trndeptconsumptiondet,id,heuristic_name_match,medium
trnquotation,DeptID,trndeptpharmareturndet,ID,heuristic_name_match,medium
trnquotation,DeptID,trndeptpharmareturndet26feb2020,ID,heuristic_name_match,medium
trnquotation,DeptID,mstdocdeptinvdiscount,ID,heuristic_name_match,medium
trnquotation,DeptID,trndeptpharmaindentpri,UserID,heuristic_name_match,medium
trnquotation,DeptID,trndeptpharmareturnpri,UserID,heuristic_name_match,medium
trnquotation,DeptID,trndeptpharmaissuedet,ID,heuristic_name_match,medium
trnquotation,DeptID,trndeptcomplaint,id,heuristic_name_match,medium
trnquotation,DeptID,trndeptpharmaissuedet26feb2020,ID,heuristic_name_match,medium
trnquotation,DeptID,trnformdeptinvmapping,ID,heuristic_name_match,medium
trnquotation,DeptID,trndeptpharmaindentdet,id,heuristic_name_match,medium
trnquotation,DeptID,mstorgdeptdiscount,ID,heuristic_name_match,medium
trnquotation,DeptID,mstrolroqdeptmapping,ID,heuristic_name_match,medium
trnquotation,DeptID,trndeptconsumptionpri,DeptID,heuristic_name_match,medium
